Location
University of Malaya
PPUM
Phileo Damansara
Mutiara Damansara
Bandar Utama Bus Hub
Johor Larkin
JB Customs
Larkin Bus Terminal
JB Railway Sentral
Mid valley
Bandar Tasik Selatan
Terminal Bersepadu Selatan
JB Sentral
